id,category,name,price,emotion,weather,image,restaurant_id
188,사이드,새우감자고로케,2000,적당,맑음,"menu/Restaurant object (6)/새우감자고로케.jpg",6
189,사이드,국물떡볶이,3800,"배고픔,기쁨,피곤,스트레스","맑음,구름,비","menu/Restaurant object (6)/국물떡볶이.png",6
190,아시안,하노이정통쌀국수,9000,"배고픔,피곤","맑음,구름,비,눈","menu/Restaurant object (8)/하노이정통쌀국수.jpg",8
191,아시안,매운쌀국수,10000,"배고픔,피곤,스트레스","맑음,구름,비,눈","menu/Restaurant object (8)/매운쌀국수.jpg",8
192,아시안,분짜,14000,적당,"맑음,구름","menu/Restaurant object (8)/분짜.jpg",8
193,아시안,반쎄오,16000,배고픔,"맑음,구름","menu/Restaurant object (8)/반쎄오.jpg",8
194,아시안,파인애플볶음밥,11000,배고픔,맑음,"menu/Restaurant object (8)/파인애플볶음밥.jpg",8
195,아시안,반미,10000,배고픔,맑음.구름,"menu/Restaurant object (8)/반미.jpg",8
196,아시안,넴,6500,"적당,스트레스",맑음,"menu/Restaurant object (8)/넴.jpg",8
197,아시안,하가우,4500,적당,맑음,"menu/Restaurant object (8)/하가우.png",8
198,아시안,꿔이,3000,배고픔,맑음,"menu/Restaurant object (8)/꿔이.jpg",8
202,돈까스,수제생등심돈가스,6900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
203,돈까스,치즈돈가스,8900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
204,돈까스,카레돈가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
205,돈까스,로제돈가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
206,돈까스,마늘돈가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
207,돈까스,로제치즈돈가스,9900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
208,돈까스,옛날돈가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
209,돈까스,고구마치즈돈가스,8900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
210,돈까스,매운칠리돈가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
211,돈까스,생크림데미그라스볼카츠,7900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
212,돈까스,치킨안심가스,8400,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
213,돈까스,생크림데미그라스점보돈가스,10900,"배고픔,기쁨,스트레스","맑음,구름,황사",NULL,10
214,한식,쫄면,5500,"배고픔,피곤,스트레스","맑음,구름",NULL,10
